#Taxonomy	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus	3.61759598688019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7880781777121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5165092531873e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225243506493506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71351206194334e-05	0.000360383972741867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0276338514680484	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47828403613338e-05	0	2.27089507329314e-05	0	0	0	0	5.03176300396251e-05	0	0	0	0	0	0	0	9.17356382761854e-05	0	0	0	0	2.49413877388138e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32178970325821e-05	0	0	0	0	0	0	0	0	2.43140401424803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56963716723199e-05	0	0	0	0	0	6.98129014241832e-05	0	0	0	0	0	0	0	7.61015702290657e-05	0	0	0	0	0	0	0	0	0	0.000166417041105009	0	0	0	0	0	0	0	0	5.90144585423429e-05	0	0	0.000166258936417832	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26573266712387e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42025267437921e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	1.20586532896006e-05	0	0	1.04870170728638e-05	0	0	1.13350411461994e-05	6.38520675299466e-05	2.50988266298551e-05	0	0	0	0	1.23914201806669e-05	0	0	1.40565918387428e-05	0	1.39403908885605e-05	0	0.000125794075099063	0	0	0	0	0	0	2.99226499498796e-05	1.01928486973539e-05	0	0	0	0	1.24706938694069e-05	0	0	0	0	0	0	1.14226968987378e-05	0	1.13954919433872e-05	0	0	1.19836542955409e-05	0	9.70864360540189e-06	1.39542023080251e-05	0.000158257897069064	0	0	0	0	7.40521327014218e-05	0	0	0	0	0	0.000487012987012987	0	3.42125970782442e-05	7.65427184911899e-05	2.49875062468766e-05	0	1.4951258895999e-05	0	0.000121050720251786	0	0	0	0	0	1.23216442002021e-05	0	0	0	1.27124569365521e-05	1.32178970325821e-05	0	0	0	0	0	0	0	0	0	1.24848621046981e-05	0	0	3.14114746116756e-05	0	0	0	0	0	0	0	0	4.14874638713335e-05	0	0	0	1.63286633356193e-05	0	0	0	0	0	0	0	0	3.8242380205744e-05	0	0	0	5.07343801527105e-05	0	0.000246162108937922	9.82865380205091e-05	2.42025267437921e-05	4.51283902703191e-05	0	1.86466277573701e-05	0	0	0.000565817939757031	0	0	0	0	0	0	0	6.13798183157378e-05	0.000147536146355857	0	0	0	8.56898029134533e-05	1.91776618594661e-05	1.95034423575761e-05	0.000229874488529263	0	0.000211148648648649	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Luteococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57002271006813e-06	0	0	0	0	0	0	0	0	0	0	1.39542023080251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27526323563546e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42659754503974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	0	0	0	0	0	0	0	2.55408270119786e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011316057485572	0	0	3.26573266712387e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	1.26898722129868e-05	0	0	0	0	0	0	0	0	0	0	1.17236043049075e-05	2.95779230382443e-05	0	0	0	0	1.29851579644466e-05	0	0	0	1.24706938694069e-05	0	0	0	7.57002271006813e-06	0	1.70330185063746e-05	0	0	0	0	0	0	0	0	0	0	2.3161283598337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37617609732616e-05	0	0	0	0	0	0.00016076524255456	0	1.37741046831956e-05	0	2.86804141451803e-05	0	2.42019409956679e-05	0	0	0	3.517534911534e-05	0	0.000124582648128769	9.05551027800417e-05	2.08315973668861e-05	2.98373862449649e-05	2.78013316837877e-05	0	3.74545863140942e-05	1.44370975659054e-05	0	3.14114746116756e-05	2.38925789649735e-05	0	8.64782593655955e-05	2.29626397850697e-05	3.35328538135238e-05	0	0	0	0	0	1.29639472626625e-05	0	0	0	0	0	0.000111594688092847	0	0	0	0	0	8.56879672671965e-05	0	0	2.53671900763552e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02800908402725e-05	0	0	0	0	2.27909838867744e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65419342827888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028585040495474	0	0	0	0	0	0	0	0	0	7.12538298933568e-05	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	0.000337642292108817	0	0	0.000115357187801502	0	0	0	0.00019155620258984	0.000225889439668695	0	0.000373739857388739	0	0.00517746786289862	1.23914201806669e-05	0.014004341908415	2.27089507329314e-05	4.21697755162283e-05	3.33227811193122e-05	0	0	0	0	0.000651213903416838	0	0	0.000210961094332919	0.00134021642013303	0	0.00156969869939251	0	0	0	0.000135775481663521	0.000785653713772634	0	0	0	0.000227100681302044	0	0.000246978768342432	0	1.3740604861426e-05	6.83729516603232e-05	0.000238346128757088	0	1.19836542955409e-05	0.00217185498691318	0.00020388151571344	0	0.000263763161781773	0.000370580537573392	0	0	0	0.000777547393364929	0	0	2.20145516186199e-05	0	2.92574460200121e-05	0	0	0	0.000520490485740092	0	0	0.000104658812271993	0	0	0	1.84675617278251e-05	0	3.76969666507502e-05	0	0	0	3.4651235316539e-05	0	7.62747416193128e-05	3.96536910977463e-05	0.000479537451874991	0	0	0	0	0	0	0	2.43140401424803e-05	0	1.44370975659054e-05	0.00476328994254963	0	0	0.000174067433723825	0	0	0	0	0	0.000137858143969855	0.000152120700861556	0	0.000168531314414613	0	0.000457202573397342	0	0	0	0	0.00206335908653697	0	0.000159549008136999	0	3.8242380205744e-05	0	0	0.00154225786551511	0.000177570330534487	4.33745391455216e-05	4.47567470796223e-05	0	0	1.5042796756773e-05	0.000237563548249157	0	0	0	0	0	0.00028585040495474	2.26439019971922e-05	0	0.000740897544453853	0	0.000103834971618441	6.13798183157378e-05	0.000531130126881086	0	0	0.0035151889414056	0	0	0	0	0.000172057811424639	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24706938694069e-05	0	0	0	0	0	0	0	0	0	1.25445330924783e-05	0	0	0	0	0	0	1.15806417991685e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45872536577539e-05	0	0	0	1.78622463561017e-05	0	0	0	0	6.16082210010104e-05	0	0	0	0	0	0	0	0	0	0	1.0415798683443e-05	1.49186931224825e-05	0	0	0	7.21854878295267e-05	0	1.57057373058378e-05	0	0	0	5.74065994626742e-05	0	1.22310693623944e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14219918167991e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.0176779857225545	0.000721078011627383	0	0.00754016527538907	0.0196174395366858	0.00420801905518063	0.0117657727097549	0.0260644139657242	0	1.13869278068777e-05	0.0100909761494959	0	0.00126898722129868	0.0141014361655989	0.00136106455495439	0.00225954059792667	0.00559452355181963	0.00981355903963745	0.00453062703878217	0.0420660927520133	0.000842820303163721	0.00098159509202454	1.01752172408881e-05	0.00070341625829445	0.000561980537726641	0.00170989518564576	3.30917634600748e-05	1.49613249749398e-05	0.0378970114567619	0.00441495370791186	0.00305334715981104	0.00958783041859718	0.00750838413599272	0.0238813787599142	0.00831234256926952	0	0.000279700720229355	0.0141332323996972	0.000851897601908251	0.0216319335030958	0.0237706322462733	0.00533135468623329	0.00393144472046858	0.0318380249887099	0.000920736589271417	0.00917947919038432	0.000417664420560227	0.0087280706012563	0.000865160543097554	0.0219450950602435	0.051059049692534	0.00284079582153822	0.000314012075191619	0.0021371870547527	0.0350143167456556	0.00234998859228839	0.0188796324412817	0.0118328214950082	0.0216297786720322	0.0116639684799782	0.00570211038961039	0.011370970220351	1.71062985391221e-05	0.0255040338012645	0.000199900049975012	0.00830014733126194	0.00351354584055978	0.000226425774800698	0	0.00600171477565019	0.00186522373451033	0.00592151976742628	0.00187228267698726	0.000110192837465565	0.00697405061731437	0.00312616514182465	0.00259884264874043	0.00454996490718556	0.0103860773171631	0.000409754808010046	0.0568046364421061	0.0036934116571107	0.019855949435312	0.0039866447401206	0.00271665308340125	0.0143321389884176	0.0136207668208265	0.000875741948039311	0.00283258567659895	0.000461939897873828	0.00692980683163457	0.000399970911206458	0.00830833503478821	0.00473073063506475	0.0155094083447928	0.000466982600574216	0.00422512572045282	0.00217963549787905	0.00730194840934943	0.0020548685965608	0.0104887071203731	0.0179225843924161	0.00132963675455471	0.0127305962119346	0.00723352862575804	0.00733156983769309	0.00184724689165187	0.00130002785773981	0.00917491836437911	0.00033478406427854	0.0210834962301033	0.000627580511973576	0.000412168271020582	0.000353752726843936	0.000458908562468928	0.00203508922259592	0.0107448212543754	0.000616903146206046	0.00816823520458639	0.00138798525265669	0.00707156603858032	0.0458179078072273	0	0.0391263143643666	0.00161543212809427	0	0.00268336314847943	0.000127779197546639	0.00928607089365951	0.00175690784219773	0.000762267746545974	0.010959648566641	0	0.00275190516511431	0.00871313672922252	0.00827218607226914	0.00135035600294623	0.0196518146946002	0.00535405872193437	0.000236336779911374	0.032753010474313	0	1.91776618594661e-05	0	0	0.000172057811424639	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma	0.00266496237700174	0.000270404254360269	0	0.00461428751206007	0	0	0	0.00209434781498225	0.00283616740917362	0	0.000393410376198672	0	0	0	1.12484673963173e-05	0	0.00170084761248788	0.000699778403505557	0	0	0	4.9079754601227e-05	0.00154663302061499	0	1.47889615191221e-05	0	0.00082729408650187	0	2.03856973947079e-05	0.000415525054862292	5.76103237700196e-05	0	0.000543101926654085	0.00184566269267222	0	0	0.000139850360114677	0.00342922028766086	0	0.00192473109122033	0	0.000535883589595614	0	0.00311104420693462	0	0.000922741380756648	0	0	0	0.00267983372370281	0.00352051510694723	0.007116941110801	0	0	0.00369026461295419	0	7.92152410123708e-05	0.000880582064744796	0	0.00097524820066707	0	0	0	0.00609280039189872	0	0.0013274400828556	0.000672806650319957	0	0	0.000428693912546442	0	0	0.000113090899952251	0	0.0070972670593164	0.000229443313161442	0.000277209882532312	0.000459836878917689	0.00542821911190776	0.000674112748661688	4.11032101607135e-05	0.00024622744380738	0	0	0	0.0010415798683443	0.000984633746083843	0	0.000486280802849605	0	0.00770941010019346	0	0.00146063356944292	0.000895971711186505	0	0	0.00482215435486464	0	0.000623784537482112	0	0.000884589757139903	0.00116164898839734	0	0.00232054656001659	0	0.00115933509682897	0	0	0	0	0.0050032579353998	0	0	0	0	0.00171375934534393	0	0	0.000152203140458131	0.00056386900889178	0.00165599964194602	0	0	0	0	0	0	0	3.32834082210018e-05	0	0	0	0	0	0	0.000103834971618441	0.000184139454947213	0	0	5.90841949778434e-05	2.37512766311189e-05	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Parvibacter	0.000229114412502412	0	0	0	0	0	0	0.000127704135059893	0	0	9.83525940496681e-06	0	0.000939050543761024	0	0.000337454021889518	0	1.40565918387428e-05	3.33227811193122e-05	0	0	0	0	0	0	0	0.0005329543435779	0	0	0	0	0	0	1.35775481663521e-05	0.000424003591559834	0	0	0	0.000166540499621499	0	0.000161813675810559	0	4.1221814584278e-05	0	5.01781323699132e-05	2.66880170803309e-05	1.19836542955409e-05	8.35328841120454e-05	0	0	0.000126606317655251	0.000370580537573392	9.9677046369762e-05	7.13663807253679e-05	0	0.000357918641390205	0	0	3.30218274279299e-05	0	1.95049640133414e-05	0	0	0	0.00015308543698238	0	0	0	0.000443417142318034	0	0	1.84675617278251e-05	0	0	0	0	0	0	0	7.62747416193128e-05	0	5.48042802142847e-05	0	0	0	0	0	1.49186931224825e-05	4.17019975256815e-05	0	0	0	0.000218165951567159	0	0	0	0	1.14813198925348e-05	0	1.22310693623944e-05	0	3.44645359924638e-05	9.68040823664449e-05	0	9.07476308386377e-05	0	0	0	0	0	0	6.98129014241832e-05	0	5.31830027123331e-05	1.47396969518307e-05	0	0	0	0	0	0	2.23783735398111e-05	1.63810896700849e-05	0	0	0	0	0	0	0	0	0	0	0	0.000423370025402202	0	0	0	0	0	5.90841949778434e-05	4.75025532622378e-05	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia	4.82346131584025e-05	0	0	0	1.35948991938225e-05	0	0	0	0	0	0	0	0	0.00211893285089404	1.12484673963173e-05	0.000136253704397588	0.000295188428613598	0	0	1.11080255484588e-05	0	0	0	0	0	0	0	0	0.00217107677253639	0	0.000172830971310059	0	0	9.97655509552552e-05	7.75043596202286e-05	0	0	0.000908402725208176	0	3.40660370127492e-05	0	0	0.00028488729858468	1.25445330924783e-05	0	0	0	0.000466014893059291	0	1.05505264712709e-05	5.79032089958425e-05	0	0	0	0.000160446287519747	0	0.000712937169111337	0	2.6474637297469e-05	0	0	0	0	1.5308543698238e-05	0	0	0	0	0	0	0	0	2.51313111005001e-05	0	0	0	0	0	0.000101699655492417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132291249630107	0	0	0	0	0	0	0.00217117727593312	0	6.48197363133127e-05	5.13927433446397e-05	0.000163286633356193	0	0	1.32203434645232e-05	0	0.00182289242607589	0	0	0	0	0	0	0	0.000253671900763552	0	0.0012084321711498	0.00514366215640664	0	7.52139837838651e-05	0	0	0	0	0.00246297220835414	0	0.000190566936636494	0	0	0.00285774767146486	0	6.92233144122941e-05	0	0.00159339038064326	0	0.000118168389955687	0.00346768638814336	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae	0.00113351340922246	0.000180269502906846	0	0.000597759973153236	0	0	0	0.00121318928306899	0.00015059295977913	0	0.00130808950086059	0	0.00102787964925193	0	3.37454021889518e-05	3.40634260993971e-05	0.000309245020452341	0.000383211982872091	0	0	1.25794075099063e-05	4.9079754601227e-05	0.000101752172408881	0.00223920842223733	0.00368245141826141	3.33096464736188e-05	0.000132367053840299	0	6.11570921841236e-05	0.00190881822077366	0	0	0.000651722311984902	0.000823065795380855	0	0	0	0.00186979560938683	0	0.000212912731329683	0	0.000439699355565632	2.27909838867744e-05	0.00116664157760048	0	0.000575215406185962	0.000334131536448182	0	0	0.000875693697115486	0.00119280610531436	0.000338901957657191	0.000228372418321177	0	0.00192535545023697	2.28154232261008e-05	0	0.000253167343614129	2.6474637297469e-05	0.000458366654313523	0	0	0	0.00177579106899561	0.00114942528735632	0.00310708502910157	0.000448537766879971	5.66064437001745e-05	0	0.00162546441840526	0	0.00218372787803277	1.25656555502501e-05	0.000674931129476584	0.00293255131964809	0.000315484555596983	0.000277209882532312	0.00116169316779206	0.000889871985558649	0.000145396867358403	0.000548042802142847	0.00042210418938408	0	0.00112124383315892	0.000996106130580458	0.000770769102574785	0.00162613755035059	0.00189049055449756	0.000534908883134566	0.00659200719128057	0.000505298414806687	0.000109082975783579	0.00785286865291891	0.00187556744875042	0.00783303451757211	0.00131446954235705	0.00335254540862017	0.00264909545126838	0.00159003901711127	0	0.000781196149162512	0.000235095628604223	0	0.000401882365142539	0	0.000163286633356193	0	0.000278577398087102	0	0.000111594688092847	0.000574017189487728	0	0.000226027761527416	0.000353752726843936	0	0.00115678755810715	0	0	5.07343801527105e-05	0.000260247234873129	0.000469945844336034	0	0	0	0.000332588967548819	0	0	0.000127779197546639	0.000399400898652022	0	0	0	0	0.00010584250635055	0	3.4611657206147e-05	6.13798183157378e-05	0	0	0	2.37512766311189e-05	0	1.91776618594661e-05	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella	0.00227908547173452	0	0	0.00331389739502496	0.000570985766140544	0.00044235240741791	0.000544081975017569	0.001200418869563	0.00010039530651942	0	9.83525940496681e-06	0	0.000291867060898697	0.000446091126504009	0.000944871261290649	0.00219141374572788	0.00151811191858422	3.33227811193122e-05	0.000292748208659771	0.000610941405165232	0.00118246430593119	0	0.000234029996540426	0.000316537316232503	0.000547191576207519	0.00134348907443596	6.61835269201496e-05	0	0.012180454193338	1.29851579644466e-05	0.000806544532780274	0.000508851335065213	1.35775481663521e-05	0.00263131640644485	0.000368145708196086	0	0	0.0030885692657078	0.000212974400477063	0.00227390797060101	0.000742475298417957	0	0.00234747134033776	0.00204475889407396	0.00153456098211903	2.39673085910818e-05	2.78442947040151e-05	0.00403879573984719	0.00244198540390439	0.00235276740309341	0.00376370858472977	0.00290060204936007	0.000699390531108605	0.000101770812131081	0.00181427725118483	0.00622861054072553	0.00988870258637762	0	0.000555967383246849	9.7524820066707e-06	0.00125811688311688	0.00016902793570792	0	0.00199011068077094	4.99750124937531e-05	7.29362682887693e-05	1.4951258895999e-05	0.0017076277182886	0	0	0.00125579419749211	6.69855177310665e-05	0.00183458571033651	4.13223140495868e-05	3.69649326006062e-05	0	0	4.84038819913357e-05	0.00163990694481522	1.32178970325821e-05	2.74021401071424e-05	7.03506982306799e-05	0.000551213895489845	0.000224248766631784	9.05551027800417e-05	0.000208315973668861	0.000104430851857377	8.3403995051363e-05	3.64710602137204e-05	0.000948849519957052	2.88741951318107e-05	3.63609919278598e-05	1.57057373058378e-05	8.36240263774072e-05	0.00189733502758969	8.64782593655955e-05	2.29626397850697e-05	0.000134131415254095	2.44621387247887e-05	0.000847182667003136	3.44645359924638e-05	0.00153503616323934	0.00203689034740296	0.00290392418683641	0.00741340322746428	0.00176349564024689	0.000142095914742451	0	0.00070067820361973	0	0.00170653759036892	0.0013047068538398	0.00150241982662341	0	0.0122758040460438	2.14219918167991e-05	0.000444712228151719	0	0.000735648512214302	8.67490782910432e-05	0.0006042160855749	0.000229335255381188	0	0.0286264422281391	0	0	0.000162628069604814	0.000383337592639918	0.000266267265768015	0.000159718894745248	0	0.000792536569901725	0	0.0265664690939881	0.000134048257372654	0.0017651945175135	0.000122759636631476	0.000354086751254057	0	0.000118168389955687	2.37512766311189e-05	0	0	0.000897158348448501	0	0	0	4.47687693065318e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus	0.000156762492764808	0	0	0.000125844204874366	0	0	0	6.38520675299466e-05	0	0	9.83525940496681e-06	0	0.000926360671548038	1.23914201806669e-05	0.000202472413133711	0	0.000168679102064913	3.33227811193122e-05	0	0	0	0	0	9.378883443926e-05	0.000133100653672099	3.33096464736188e-05	0	0	0	0.000129851579644466	0	0	2.71550963327042e-05	0.000149648326432883	0	0	0	0.000370931112793338	0	2.55495277595619e-05	0	1.3740604861426e-05	0	0.000100356264739826	5.33760341606619e-05	2.39673085910818e-05	0.000278442947040151	9.70864360540189e-05	0	2.11010529425418e-05	4.6322567196674e-05	0.000139547864917667	0	0	9.87361769352291e-05	0	0	1.100727580931e-05	2.6474637297469e-05	2.92574460200121e-05	0	1.53661759734472e-05	0	0.000336787961361236	0.000149925037481259	0.000247983312181816	0	0.000169819331100524	0	0.000285795941697628	0	0.000174162346100773	0	4.13223140495868e-05	0.000283397816604648	0.000286804141451803	0	7.26058229870036e-05	0.00017797439711173	1.32178970325821e-05	0	0.00010552604734602	0	0.000124582648128769	9.05551027800417e-05	0.000166652778935089	0.000268536476204684	6.95033292094691e-05	2.43140401424803e-05	7.49091726281883e-05	0.000115496780527243	7.27219838557196e-05	0.000172763110364216	0.000215033210684761	0	6.91826074924764e-05	0.000470734115593929	5.02992807202857e-05	0.000220159248523098	0	1.14881786641546e-05	4.14874638713335e-05	0	9.07476308386377e-05	0	3.26573266712387e-05	0	0.000139288699043551	0	0	0.000170653759036892	0	6.64787533904164e-05	2.94793939036613e-05	0	0.000535549795419978	0	0	2.53671900763552e-05	0	8.95134941592445e-05	3.27621793401697e-05	0	0	0	0	0	0	0.000133133632884007	0	0	0	0	0	0	3.4611657206147e-05	0	0	0	0	0	0	0	0	0	0	0	0
